Date,Time,Area 6/Ecutec/PCC2/PCC2_p1160_ACT_V_OUT_ABS,Area 6/Ecutec/PCC2/PCC2_p3021_SPD_DEV_VAL,Area 6/Ecutec/PCC2/PM608_AMPS_SUM
2022-06-06,01:13:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:14:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:15:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:16:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:17:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:18:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:19:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:20:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:21:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:22:00.000,8.137941767927259E-5,,0.0
2022-06-06,01:23:00.000,8.137941767927259E-5,,0.0
